pid,experiment,num_trials,model_name,nLL,bic,params,params_labels,success,message,time
576d8e821a48240001867c54,experiment_4,5,LC_discrete_att,48.28321122417321,99.78529827321462,[1.47526482e-04 2.99533190e-08],"[['smoothing', 0], ['decay_rate', 1]]",True,Optimization terminated successfully.,0.8661017883332534
57dd3b0e91b7fc0001493db9,experiment_4,5,LC_discrete_att,48.28313737302301,99.78515057091424,[38.8989121  0.9996002],"[['smoothing', 0], ['decay_rate', 1]]",True,Optimization terminated successfully.,0.035831966666592
57fe48c390de420001673796,experiment_4,5,LC_discrete_att,20.44830807972289,44.11549198431398,[2.99573239 0.98982792],"[['smoothing', 0], ['decay_rate', 1]]",True,Optimization terminated successfully.,0.6118644916665895
5ab15ab4c42b630001cd36fb,experiment_4,5,LC_discrete_att,38.52950911504157,80.27789405495135,[1.65672154 0.72194746],"[['smoothing', 0], ['decay_rate', 1]]",True,Optimization terminated successfully.,0.4260731583333836
5abc0d68436f550001ff83ff,experiment_4,5,LC_discrete_att,48.28313737302301,99.78515057091424,[38.8989121  0.9996002],"[['smoothing', 0], ['decay_rate', 1]]",True,Optimization terminated successfully.,0.0388521600000482
5b06c34ed424fd0001eebda1,experiment_4,5,LC_discrete_att,20.4486475951636,44.1161710151954,[2.99585426 0.99936992],"[['smoothing', 0], ['decay_rate', 1]]",True,Optimization terminated successfully.,0.5707119449999785
5b1e7a55c813a60001480313,experiment_4,5,LC_discrete_att,17.325497323966893,37.86987047280199,[3.25810735 0.4032676 ],"[['smoothing', 0], ['decay_rate', 1]]",True,Optimization terminated successfully.,0.4535857166666877
5b58d79b71a4100001555c56,experiment_4,5,LC_discrete_att,10.12055522937133,23.45998628361086,[4.02530922 0.10979313],"[['smoothing', 0], ['decay_rate', 1]]",True,Optimization terminated successfully.,0.554883846666659
5b7af290db11320001c3ff1d,experiment_4,5,LC_discrete_att,20.448308071582044,44.11549196803229,[2.99573224e+00 2.84600721e-04],"[['smoothing', 0], ['decay_rate', 1]]",True,Optimization terminated successfully.,0.5733376766666576
5b8c8e7d0c740e00019d55c3,experiment_4,5,LC_discrete_att,10.120489526078842,23.459854877025883,[4.02535165 0.38255653],"[['smoothing', 0], ['decay_rate', 1]]",True,Optimization terminated successfully.,0.5851136283332986
5ba57e0438803d0001264be3,experiment_4,5,LC_discrete_att,34.95177757123298,73.12243096733417,[1.93323757e+00 2.99533190e-08],"[['smoothing', 0], ['decay_rate', 1]]",True,Optimization terminated successfully.,0.7888588050000787
5bb511c6689fc5000149c703,experiment_4,5,LC_discrete_att,23.32983887418401,49.87855357323622,[2.77256528 0.98088047],"[['smoothing', 0], ['decay_rate', 1]]",True,Optimization terminated successfully.,0.5716654533333592
5bb64eb80b5da70001c7cfca,experiment_4,5,LC_discrete_att,40.27390196323017,83.76667975132855,[1.5161829  0.82610478],"[['smoothing', 0], ['decay_rate', 1]]",True,Optimization terminated successfully.,0.4937901666666827
5bc1c9dd9fffb200019bebe1,experiment_4,5,LC_discrete_att,17.507951250374184,38.23477832561657,[2.99705820e+00 7.07101942e-09],"[['smoothing', 0], ['decay_rate', 1]]",True,Optimization terminated successfully.,0.8353055466667381
