submission_id,participant_id,status,started_at,completed_at,reviewed_at,Archived at,time_taken,Completion code,Total approvals,Total rejections,Approval rate,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
62a460576bdd685c697ef2bd,5e89d0a17ec160000888ee98,APPROVED,2022-06-11T09:28:55.551000Z,2022-06-11T09:52:20.055000Z,2022-06-27T11:25:08.403000Z,,1405,29551DF4,815,0,100,37,Male,White,United States,Portugal,United States,Portuguese,DATA_EXPIRED,Full-Time
62a460588e0c9cf0eadeef11,6017acc5665c42a2ae18dc42,APPROVED,2022-06-11T09:28:56.357000Z,2022-06-11T09:54:22.918000Z,2022-06-27T11:25:13.593000Z,,1527,29551DF4,81,4,95,20,Female,White,Poland,Poland,Poland,Polish,Yes,DATA_EXPIRED
62a46079fb4d90a7d2ffb071,6159dadf97b3d488c08d4f01,APPROVED,2022-06-11T09:29:43.099000Z,2022-06-11T10:04:00.361000Z,2022-06-27T11:25:13.754000Z,,2058,29551DF4,91,1,100,24,Female,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking)
62a4607fac2e3d8a9b6eedc8,605b98c83da1ded576bcf096,APPROVED,2022-06-11T09:29:35.057000Z,2022-06-11T09:55:13.553000Z,2022-06-27T11:25:13.827000Z,,1539,29551DF4,149,2,100,19,Female,White,Poland,Poland,Poland,Polish,No,Part-Time
62a460878da3c7a5844425ca,607ef0b00dba56a5a84bcc96,APPROVED,2022-06-11T09:29:43.477000Z,2022-06-11T10:13:27.146000Z,2022-06-27T11:25:08.477000Z,,2624,29551DF4,155,3,99,26,Male,Asian,India,Italy,India,Urdu,Yes,Other
62a4608a2bb077e50e9af8e2,6105c826905d93532f4c8cd3,APPROVED,2022-06-11T09:29:46.245000Z,2022-06-11T10:00:40.492000Z,2022-06-27T11:25:13.933000Z,,1855,29551DF4,130,0,100,19,Female,White,Latvia,Latvia,Latvia,Latvian,Yes,DATA_EXPIRED
62a4608c770f9e7f2193a1c9,5bf1ecfcaf38d100016c1171,APPROVED,2022-06-11T09:29:48.647000Z,2022-06-11T09:49:33.063000Z,2022-06-27T11:25:14.006000Z,,1185,29551DF4,262,7,97,24,Female,White,Portugal,Portugal,Portugal,Portuguese,Yes,Other
62a4608d9993cfca844a5c5f,5c7e388fffd1190017be7f83,APPROVED,2022-06-11T09:29:49.597000Z,2022-06-11T09:49:29.687000Z,2022-06-27T11:25:14.077000Z,,1181,29551DF4,418,6,99,33,Female,White,Spain,France,Spain,Spanish,DATA_EXPIRED,Full-Time
62a4608f0bf7bdd991d8d516,5f7644463bf0b60ced3a6757,APPROVED,2022-06-11T09:29:51.158000Z,2022-06-11T10:24:41.145000Z,2022-06-27T11:25:08.544000Z,,3290,29551DF4,101,0,100,22,Male,White,Hungary,Hungary,Hungary,Hungarian,No,Full-Time
62a46094583749dfc1bdcddc,5ed9111a0e4140448926fcd4,APPROVED,2022-06-11T09:29:56.790000Z,2022-06-11T10:39:34.941000Z,2022-06-27T11:25:14.149000Z,,4179,29551DF4,277,3,99,53,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
62a46096638e4614cae3368d,60f1ce9c530c91c0a6e9dab0,APPROVED,2022-06-11T09:29:58.755000Z,2022-06-11T09:59:58.314000Z,2022-06-27T11:25:08.617000Z,,1800,29551DF4,66,0,100,19,Male,Black,South Africa,South Africa,South Africa,English,Yes,Other
62a4609b216c795577238496,6152f8ecefde7f8298316ee6,APPROVED,2022-06-11T09:30:03.663000Z,2022-06-11T09:59:28.032000Z,2022-06-27T11:25:08.689000Z,,1765,29551DF4,81,0,100,20,Male,Black,South Africa,South Africa,South Africa,English,Yes,DATA_EXPIRED
62a4609c050a18f96b960fd5,5ed3b2b3397ebb01e2c64923,APPROVED,2022-06-11T09:30:10.749000Z,2022-06-11T10:06:42.432000Z,2022-06-27T11:25:08.761000Z,,2192,29551DF4,241,3,99,45,Male,White,France,Portugal,Portugal,Portuguese,No,Unemployed (and job seeking)
62a461b78dae7c2a8047d69f,601903cdcd7cd6213bf60d64,APPROVED,2022-06-11T09:35:25.587000Z,2022-06-11T09:55:00.915000Z,2022-06-27T11:25:08.834000Z,,1176,29551DF4,88,0,100,19,Male,White,Poland,Poland,Poland,Polish,Yes,Unemployed (and job seeking)
62a464674359a34e1bff0cce,5ab15ab4c42b630001cd36fb,APPROVED,2022-06-11T09:46:35.361000Z,2022-06-11T10:21:16.084000Z,2022-06-27T11:25:08.904000Z,,2081,29551DF4,517,2,100,40,Male,White,Hungary,Hungary,Hungary,Hungarian,No,Unemployed (and job seeking)
62a46578dd509953070da97e,60eccd4d9b4a0c1f4ab919a4,APPROVED,2022-06-11T09:51:00.613000Z,2022-06-11T10:54:08.924000Z,2022-06-27T11:25:14.229000Z,,3789,29551DF4,231,0,100,25,Female,Black,South Africa,South Africa,South Africa,English,Yes,Other
62a46666fe545db83728de56,60f6f802c0ede08f7cf69720,APPROVED,2022-06-11T09:54:56.521000Z,2022-06-11T10:32:59.643000Z,2022-06-27T11:25:14.316000Z,,2284,29551DF4,330,1,100,59,Female,White,Ireland,Ireland,Ireland,English,No,Full-Time
62a4673465803789dcc18f89,612ece428a05456e8c139f24,APPROVED,2022-06-11T09:59:02.757000Z,2022-06-11T10:37:07.055000Z,2022-06-27T11:25:08.969000Z,,2285,29551DF4,143,2,100,26,Male,Mixed,Chile,Chile,Chile,Spanish,Yes,Unemployed (and job seeking)
62a46f8d25079b66e309f191,5d00bb3b51669b000136a986,APPROVED,2022-06-11T10:33:53.627000Z,2022-06-11T11:20:16.264000Z,2022-06-27T11:25:09.047000Z,,2783,29551DF4,577,0,100,40,Male,White,Poland,Poland,Poland,Polish,No,Full-Time
62a475b70145cfa6e0abc130,5bb511c6689fc5000149c703,APPROVED,2022-06-11T11:01:10.635000Z,2022-06-11T11:31:58.051000Z,2022-06-27T11:25:14.412000Z,,1848,29551DF4,742,1,100,46,Female,Other,Mexico,Mexico,Mexico,Spanish,No,Full-Time
62a486770d7e8391cfd16a62,60d5f605483d5fe184fcaad8,APPROVED,2022-06-11T12:11:35.670000Z,2022-06-11T13:19:56.162000Z,2022-06-27T11:25:09.121000Z,,4101,29551DF4,138,0,100,21,Male,White,Poland,Poland,Poland,Polish,Yes,Unemployed (and job seeking)
62a4867a07df01c87ac6e25e,5f5e2b126352f0691ad71e33,APPROVED,2022-06-11T12:11:38.727000Z,2022-06-11T13:01:49.050000Z,2022-06-27T11:25:09.199000Z,,3011,29551DF4,232,0,100,21,Male,Asian,Italy,Italy,Italy,Italian,Yes,Unemployed (and job seeking)
62a486892af360cd5c0dc7d9,5d77679546b49c0001fe0c03,APPROVED,2022-06-11T12:12:24.247000Z,2022-06-11T12:45:14.782000Z,2022-06-27T11:25:09.269000Z,,1971,29551DF4,71,0,100,23,Male,White,Greece,Greece,Greece,Greek,Yes,Due to start a new job within the next month
62a486895e4196ee610f8920,5abc0d68436f550001ff83ff,APPROVED,2022-06-11T12:12:16.184000Z,2022-06-11T13:02:28.925000Z,2022-06-27T11:25:09.339000Z,,3013,29551DF4,227,6,96,29,Male,White,Slovenia,Slovenia,Slovenia,Slovenian,No,DATA_EXPIRED
62a4868d37e775244253c606,614db36e092327bf23247406,APPROVED,2022-06-11T12:11:57.765000Z,2022-06-11T12:51:32.192000Z,2022-06-27T11:25:09.414000Z,,2375,29551DF4,37,0,100,22,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,DATA_EXPIRED
62a48691474ed2b38d727af3,5f4bf2e84e8b086d12006ddc,APPROVED,2022-06-11T12:12:01.868000Z,2022-06-11T12:32:58.032000Z,2022-06-27T11:25:09.482000Z,,1257,29551DF4,134,0,100,20,Male,White,Poland,Poland,Poland,Polish,Yes,Unemployed (and job seeking)
62a486a5a49c813647211a30,5f5aa6d5b8e6411a69e274d5,APPROVED,2022-06-11T12:12:21.304000Z,2022-06-11T12:34:50.129000Z,2022-06-27T11:25:09.581000Z,,1349,29551DF4,147,0,100,24,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Part-Time
62a486a9e766f31b74728066,6123c895dc579c298d2f1b28,APPROVED,2022-06-11T12:12:36.744000Z,2022-06-11T13:00:39.732000Z,2022-06-27T11:25:14.533000Z,,2883,29551DF4,57,0,100,21,Female,Mixed,South Africa,South Africa,South Africa,English,No,Unemployed (and job seeking)
62a486af451bb9ec4290d004,5e99df633de3190530449f5c,APPROVED,2022-06-11T12:12:40.220000Z,2022-06-11T12:49:45.083000Z,2022-06-27T11:25:09.648000Z,,2225,29551DF4,163,0,100,44,Male,White,Greece,Greece,Greece,Greek,No,Full-Time
62a486ba451bb9ec4290d005,5f57d2c5f35d4a2e440a4bad,APPROVED,2022-06-11T12:12:42.243000Z,2022-06-11T12:48:22.974000Z,2022-06-27T11:25:09.713000Z,,2141,29551DF4,60,2,98,20,Male,White,Poland,Poland,Poland,Polish,No,Unemployed (and job seeking)
62a486c31a7907d24600b860,5f1ff0f7027b2823badd501b,APPROVED,2022-06-11T12:22:04.606000Z,2022-06-11T13:07:55.841000Z,2022-06-27T11:25:09.782000Z,,2752,29551DF4,305,2,99,63,Male,White,Spain,Spain,Spain,Spanish,No,Unemployed (and job seeking)
62a486c4cd789ad17bf221f4,5e482f13410cd9000bc937bb,APPROVED,2022-06-11T12:12:52.882000Z,2022-06-11T12:57:50.669000Z,2022-06-27T11:25:09.854000Z,,2698,29551DF4,333,4,99,39,Male,White,Italy,Italy,Italy,Italian,No,Unemployed (and job seeking)
