session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,Nationality,Sex,Student Status
5ef9bdf32ce3c67536ea2762,5e67a36c00f9b7042814b37d,RETURNED,10:22.6,,55143112.69,22,100,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5ef9bdfae895d301ecd335ed,5dd6f1d7c5faa268624c5037,RETURNED,10:02.7,,55143132.63,23,181,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5ef9bdffe40a3d011a7a892e,5c9cbbada071ec00199a7e56,RETURNED,10:19.8,,55143115.55,33,210,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5ef9bdffee40e00246762cb0,5e7607c3dec4561735fbc3f2,APPROVED,10:17.5,59:25.4,2947.89,30,219,1,100,26:41.2,49081850,Estonia,Estonia,"Not in paid work (e.g. homemaker', 'retired or disabled)",Estonian,Estonia,Male,No
5ef9be019a2ea9756ac39b45,5dcb33ab0550ef819f508abf,APPROVED,10:20.1,26:36.6,976.569,22,271,0,100,26:44.8,49081850,Poland,Poland,Part-Time,Polish,Poland,Male,Yes
5ef9be038c92d8760d9d7f85,5d7955d03ff9070001280c8c,APPROVED,10:20.3,40:02.4,1782.177,37,84,0,100,26:47.1,NOCODE,United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Female,DATA EXPIRED
5ef9be0889dcee01f2ac6deb,5c73fc750a86bf00013250b8,RETURNED,20:16.7,,55142518.67,40,245,3,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5ef9be0a57feeb01cf839c4e,5ebc789c4495870c5b3b3911,APPROVED,10:18.5,26:34.3,975.742,25,64,0,100,26:50.0,49081850,Poland,Poland,DATA EXPIRED,Polish,Poland,Male,DATA EXPIRED
5ef9be1060d61e026865b120,5d826a4c25310e001911a87d,APPROVED,10:44.4,48:54.4,2290.028,31,285,3,99,26:52.4,49081850,Poland,Poland,Full-Time,Polish,Poland,Female,No
5ef9be10d9a3d8755506303e,5edacd962514f672908c9e3b,RETURNED,10:27.3,,55143108.19,20,27,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5ef9be1530577f016f93ee32,5c86addf4b443c000103ad14,APPROVED,10:53.1,33:23.5,1350.358,26,318,2,100,26:58.0,49081850,Italy,Italy,DATA EXPIRED,Italian,Italy,Male,DATA EXPIRED
5ef9be15f9d48602fdb03d7f,5eac1bb54efbe803cc61af29,APPROVED,10:32.4,43:30.1,1977.632,23,16,2,79,26:54.9,49081850,Italy,Italy,DATA EXPIRED,Italian,Italy,Female,DATA EXPIRED
5ef9bf1aed44d2753ad840da,5c405aee40de0b0001437db0,APPROVED,14:50.7,59:50.2,2699.536,38,349,4,100,27:00.4,49081850,Poland,Poland,DATA EXPIRED,Polish,Poland,Female,DATA EXPIRED
5ef9bf36b45df6024914fb3c,5ecd84fc5216e60fe17dd26a,APPROVED,18:44.1,37:52.6,1148.436,28,155,0,100,27:03.5,49081850,Morocco,Belgium,DATA EXPIRED,French,Morocco,Male,DATA EXPIRED
5ef9c13b538d97768b20d5bc,5eecfb83a383180f01066a86,APPROVED,24:05.6,48:19.5,1453.917,,67,4,96,27:11.9,49081850,,,,,,,
5ef9c56e18648a76c33439b8,5e32ef0a66f7ac2bc3bbc675,APPROVED,48:02.9,05:07.5,1024.598,22,45,0,100,27:30.7,49081850,Portugal,Portugal,Full-Time,Portuguese,Portugal,Male,Yes
5ef9d0c03ddb3a037b00c88a,5eee368a74d9e62b6783734f,RETURNED,30:10.4,,55138325.19,20,209,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5ef9d596cf5fa478346b63e1,5ede000fb1248f0009695ab4,APPROVED,50:46.1,11:13.1,1227.064,25,256,1,100,28:31.5,49081850,Greece,Greece,DATA EXPIRED,Greek,Greece,Male,Yes
5f4f93b5aa1c4e05a5fd9469,5ec3e5be68bbf2081da1eba2,RETURNED,45:07.8,,49517844.26,21,194,3,98,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f4f93cba448d705c812a8b5,5dfe9181c0b81fb1e72997f8,RETURNED,44:59.4,,49517852.75,21,58,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f4f93daad423e06078d547a,5f0b17c7a6e95b06083a515e,TIMED-OUT,45:14.9,,49517837.19,20,78,0,100,,,Poland,Poland,DATA EXPIRED,Polish,Poland,Male,DATA EXPIRED
5f4f93df65aa16062cc9f6f9,5f0de1f60a5cf604e8f43e91,REJECTED,45:46.2,52:59.5,433.302,,30,4,88,43:46.9,NOCODE,,,,,,,
5f4f93e24873f205aa0b1edf,5ecc2d26e3ca777f57895a68,TIMED-OUT,45:22.6,,49517829.57,22,47,2,93,,,Portugal,Portugal,DATA EXPIRED,Portuguese,Portugal,Male,DATA EXPIRED
5f4f93e53f17ae056b309478,5e1dff99f0b71e166a571d7f,TIMED-OUT,45:26.0,,49517826.24,25,52,2,98,,,Hungary,Hungary,DATA EXPIRED,Hungarian,Hungary,Female,DATA EXPIRED
5f4f93e801719d05c2d10410,5ed8b28156734e01c96c9e8a,REJECTED,45:28.6,35:48.8,3020.219,26,36,1,100,43:57.6,NOCODE,Spain,Spain,DATA EXPIRED,Spanish,Spain,Male,DATA EXPIRED
5f4f93e9b2c26c05fc6ce577,5da741564a1779001048728b,TIMED-OUT,45:29.7,,49517822.57,25,89,0,100,,,Latvia,Latvia,Full-Time,Latvian,Latvia,Female,No
5f4f93fd275a74054fbc9180,5ebd2cdc7c6812039f04d38d,TIMED-OUT,45:49.8,,49517802.47,38,58,3,97,,,Poland,Poland,DATA EXPIRED,Polish,Poland,Male,DATA EXPIRED
5f4f93fda90f9b061a9926cb,5ba0eedba9e7be000135df27,RETURNED,45:49.5,,49517802.78,26,164,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f4f941244ceb0055f359cbb,5da1f3892fbd820014bf39d0,RETURNED,46:10.8,,49517781.52,25,111,3,96,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f4f94225d41a406490e6079,5c48734767be2c0001074eb6,APPROVED,46:26.7,02:56.0,989.226,35,283,7,96,53:59.7,49081850,Poland,Poland,Full-Time,Polish,Poland,Male,No
5f4f942bebf35b05b700b5bb,5d970d28fa86b600170d9a26,APPROVED,46:37.4,35:31.0,2933.537,34,117,3,97,54:02.6,49081850,Portugal,Portugal,Full-Time,Portuguese,Portugal,Female,No
5f4f94398b6d1005ac3d9afb,5e7a29174d243c068574bb6e,REJECTED,46:53.5,47:57.4,63.91,33,3,1,94,44:53.7,NOCODE,DATA EXPIRED,Italy,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED
5f4f943cbab6b1066f05ff63,5f2b0966dae4094aa94e6d75,RETURNED,46:55.3,,49517737.05,25,8,1,96,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f4f943f7fc3a505b8d82304,5eed28d8b01a671471b708dc,RETURNED,47:00.2,,49517732.21,,35,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f4f9442277f9b06614d8b35,5e7a2605c7d80c064795b86a,APPROVED,47:01.3,12:44.2,1542.933,,28,1,98,54:04.5,49081850,,,,,,,
5f4f944945ffaa05d6e4f4b1,5d7d28b697f15700196423df,APPROVED,47:08.1,13:34.1,1586.005,27,111,0,100,54:06.4,49081850,Italy,Italy,Full-Time,Italian,Italy,Female,Yes
5f4f944cf02ab9060e29cc4b,5f0ebec5ed375b224246775c,RETURNED,47:13.6,,49517718.88,28,5,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f4f9453db04a805a9dd3ca2,5d6a79f5d10473001a62fa47,APPROVED,47:57.0,17:18.9,1761.918,27,184,0,100,54:08.4,49081850,Kazakhstan,Greece,DATA EXPIRED,Russian,Russian Federation,Female,DATA EXPIRED
5f4f945aad48ba055b08129b,5e5d61de94ec4d03111eefe3,APPROVED,47:25.9,11:49.8,1463.899,20,26,0,100,54:10.2,49081850,Poland,Poland,DATA EXPIRED,Polish,Poland,Male,DATA EXPIRED
5f4f94700868af05b5ab6c6f,5999ad2a0ed7ae0001991b57,APPROVED,47:45.0,06:55.7,1150.773,29,523,3,100,54:12.6,49081850,Portugal,Portugal,Full-Time,Portuguese,Portugal,Male,No
5f4f947547c38a054a01fd30,5eb53f0da7325c023549eff9,APPROVED,47:58.7,05:41.2,1062.525,21,131,4,97,54:14.7,49081850,Poland,Poland,DATA EXPIRED,Polish,Poland,Male,DATA EXPIRED
5f4f948554863a068138f858,5eccfbee54762d00083aea9b,APPROVED,48:05.3,26:38.0,2312.713,21,190,0,100,54:16.3,49081850,Poland,Poland,Full-Time,Polish,Poland,Male,No
5f4f9486c8c9cc05c4781da6,5ebcada11ac87310b16fe61b,RETURNED,48:10.0,,49517662.54,20,554,8,97,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f4f9487b4a6800561e95592,5f2f6229b83f0935eb8248c2,APPROVED,48:45.1,22:02.8,1997.73,22,16,2,90,54:18.2,49081850,Mexico,Mexico,Part-Time,Spanish,Mexico,Female,Yes
5f4f948e3f17ae0628dbec57,5eb15e47f5bc2d03f86aa051,RETURNED,48:40.2,,49517632.39,45,310,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f4f94939213e9050d9236da,5f0b423645d0c443b8907416,RETURNED,48:51.7,,49517620.97,21,110,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f4f94953f09db05893b16ef,56da8da8c5b248000ae2adaf,APPROVED,48:45.6,17:30.7,1725.096,47,240,4,98,54:20.2,49081850,Vietnam,United Kingdom,DATA EXPIRED,English,United Kingdom,Female,DATA EXPIRED
5f4f9498758a9c06183d5aa5,5c636850bad3560001c2749e,RETURNED,48:24.9,,49517647.77,36,368,3,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f4f949d946844061d7c70d7,5bcdd6be25295a0001a71beb,APPROVED,48:35.6,13:33.8,1498.21,23,123,3,97,54:22.1,49081850,United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Female,DATA EXPIRED
5f4f94a79cd7770624f4a87e,5ed02f4ea63f73105d2812a0,TIMED-OUT,48:39.7,,49517632.95,22,7,2,92,,,Portugal,Portugal,DATA EXPIRED,DATA EXPIRED,Portugal,Male,DATA EXPIRED
5f4f94a8dd6f0105682a0c78,5d88ed51488d42001ed7796a,RETURNED,48:40.5,,49517632.23,23,169,2,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f4f94ab0a752a05a8cadebf,5bf5478d9849690001701293,RETURNED,48:47.2,,49517625.51,30,226,7,95,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f4f94bc526bec05a349c8c2,5c9b5a2635a4f1001514e5c8,RETURNED,49:03.6,,49517609.19,37,175,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f4f94bc54863a068138f85a,5ca4ed188ef8c300164ed71f,APPROVED,49:05.7,14:48.0,1542.262,24,320,0,100,54:24.4,49081850,Portugal,Portugal,Part-Time,Portuguese,Portugal,Male,Yes
5f4f94c694f947060db68085,5f24954e84188309995be987,APPROVED,49:10.3,10:54.7,1304.413,23,21,0,100,54:26.3,49081850,Portugal,Portugal,Unemployed (and job seeking),Portuguese,Portugal,Male,Yes
5f4f94d2645a6e05b32b20d2,5f3ac193f436407465a3d08e,APPROVED,49:34.5,12:42.7,1388.204,25,159,1,100,38:03.2,49081850,Spain,Spain,Other,Spanish,Spain,Female,Yes
5f4f94e2ee761205c685b2ca,5d5587473250c6000159506c,RETURNED,49:54.0,,49517558.85,22,232,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f4f94ea720a820611906090,5c5af8dfe7f42600017cde68,APPROVED,49:55.1,19:52.5,1797.39,29,137,0,100,54:28.3,49081850,Canada,Canada,DATA EXPIRED,English,Canada,Female,DATA EXPIRED
5f4f94f073e58405d21daba5,5ee65ce36725a6028caa052d,RETURNED,49:56.1,,49517556.75,24,38,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f4f94f1ff7e03061f247912,5f326ff87342ad019f9f3c1d,APPROVED,49:53.0,15:35.3,1542.257,22,177,0,100,54:30.2,49081850,Hungary,Hungary,Unemployed (and job seeking),Hungarian,Hungary,Male,No
5f4f94f6133110061aa4f264,5f15d1e7f7fa5e0bef2dfb2a,APPROVED,50:12.3,05:51.8,939.473,23,177,1,100,54:32.1,49081850,Italy,Italy,Other,Italian,Italy,Female,Yes
5f4f94f7e0a90c05b65c268c,5e8f838c20456a27c2a5837d,RETURNED,49:59.7,,49517553.19,21,101,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f4f94fa0193bb061bfa6aa1,5f0334d7ac08ac4f842c2db9,RETURNED,50:02.8,,49517550.16,22,107,2,98,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f4f94fbaa1c4e05a5fd946e,5e9c5d8c0f475917b89ccc4e,REJECTED,50:28.0,54:13.0,224.959,21,95,5,90,53:20.2,dynamic,Poland,Poland,Unemployed (and job seeking),Polish,Poland,Female,Yes
5f4f954013311005c48f7ccf,5d027b819650e90018fdaf8e,RETURNED,51:12.7,,49517480.28,30,70,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f4f95b06a8b5b059ca0dde6,5f17496ef96a7d086a4606ee,APPROVED,53:04.6,31:26.0,2301.387,32,247,0,100,54:34.1,49081850,China,Sweden,DATA EXPIRED,Chinese,China,Male,DATA EXPIRED
5f4f95c636e91f068b289bde,5dcc80661173bb90b83cfb10,TIMED-OUT,53:41.2,,49517331.78,28,42,1,99,,,Israel,Israel,Full-Time,Hebrew,Israel,Male,Yes
5f4f95cff313fc065a850cf2,5ec3a1bef264da1f74759b4b,RETURNED,53:38.7,,49517334.34,27,28,1,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f4f961342d1a7061d8edb8b,5f1867256b4b2501e6de06ab,RETURNED,54:43.2,,49517269.87,23,96,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f4f961c758a9c05bb5946ae,5e66df8c7f7cf84730f4eb1a,APPROVED,54:52.5,18:09.4,1396.959,22,192,0,100,54:36.0,49081850,Poland,Poland,Full-Time,Polish,Poland,Female,Yes
5f4f96277b8dfb0571e5f63c,571bdaa76b0894001362f780,TIMED-OUT,55:10.6,,49517242.45,41,516,6,99,,,United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Female,No
5f4f96561498730665df3891,5ed2a11ff7ce322295acbf2e,APPROVED,56:29.9,30:40.5,2050.536,34,344,5,98,57:36.7,49081850,United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Male,DATA EXPIRED
5f4f9659af6c8c065f5173b2,5ee06cbc6b82193bc8da5524,APPROVED,55:53.8,32:06.0,2172.262,21,53,3,96,57:38.3,49081850,Poland,Poland,DATA EXPIRED,Polish,Poland,Male,DATA EXPIRED
5f4f96778d88ed06287be1de,5e7ccfa299b9e632ad4aec7a,RETURNED,56:26.9,,49517166.18,47,104,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f4f96982b50e9061e4591e5,5d8960120cddf20001a7421d,RETURNED,56:56.9,,49517136.25,29,86,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f4f96cbaa39c2067479d49b,5aead02c78b0060001e6b394,APPROVED,57:55.5,13:22.4,926.963,28,378,5,98,57:41.7,49081850,Poland,Poland,Unemployed (and job seeking),Polish,Poland,Female,Yes
5f4f977995adb0060823ba68,5df3a70877f865293e86c0a0,APPROVED,00:41.2,21:27.4,1246.172,27,385,1,100,57:44.1,49081850,Italy,Italy,Unemployed (and job seeking),DATA EXPIRED,Italy,Male,No
5f4f97e157fad70562ca9a26,5e730d31b1f71c2636b092f3,RETURNED,02:35.2,,49516798,23,54,1,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f4f98669d01240672c2bb65,5eb7dec5245b8670ff3536f2,APPROVED,04:50.2,11:27.8,3997.687,31,226,1,100,57:46.0,49081850,DATA EXPIRED,United Kingdom,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED
5f4f98e52bc117061716aa5f,5c9ea0af12505500168d1bb4,RETURNED,06:45.5,,49516547.68,24,222,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f4f9a2c277f9b06c5352238,5ea9aec867ff380f1a507873,APPROVED,14:16.0,27:51.4,815.343,27,71,0,100,57:47.7,49081850,Finland,Switzerland,DATA EXPIRED,DATA EXPIRED,Finland,Female,DATA EXPIRED
5f4f9a7101719d0619491e67,5ed63746e2b0e6032859b81b,APPROVED,13:32.3,35:28.0,1315.711,35,91,5,92,57:49.7,49081850,Greece,Greece,Full-Time,Greek,Greece,Male,DATA EXPIRED
5f4f9b4efba4f20628a07754,5c3f62338cb6f5000180b697,APPROVED,17:02.6,31:22.4,859.715,23,104,0,100,57:51.8,49081850,Spain,Spain,DATA EXPIRED,Spanish,Spain,Male,DATA EXPIRED
5f4fa654b57c7607094d5bb3,5f219eec027b285891c7b273,RETURNED,04:07.6,,49513105.67,25,23,1,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f4fa8ea29e3ce08f2a67913,5dcbc939f28035000c6a572e,APPROVED,18:50.6,44:35.1,1544.51,23,164,2,98,04:41.4,49081850,Italy,Italy,Part-Time,Italian,Italy,Female,Yes
5f4fa8eb7ef2f008aaabe305,5e876c431d25003ccdc69a13,RETURNED,15:07.3,,49512446.04,,139,5,95,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f4fa8ec1f546c08374a19fc,5b8bbd437073290001839123,APPROVED,17:16.8,37:25.2,1208.481,21,489,1,100,04:43.7,49081850,United Kingdom,United Kingdom,Other,English,United Kingdom,Female,Yes
5f4fa8ece960a908a9b3dc54,5bfd745a8acfed00011a6975,APPROVED,15:08.2,48:55.6,2027.403,26,486,7,98,04:46.3,49081850,Portugal,Portugal,Full-Time,Portuguese,Portugal,Male,No
5f4fa8ed275a7408f4e8e653,5e370958fbc3bf68f59c8998,APPROVED,15:09.7,39:11.9,1442.246,29,351,1,100,04:48.5,49081850,Poland,Poland,"Not in paid work (e.g. homemaker', 'retired or disabled)",Polish,Poland,Female,No
5f4fa8ede247cd07cb332b6d,57e91ff08dcd2c00014bea18,APPROVED,15:13.6,33:49.5,1115.952,35,1790,1,100,10:11.1,49081850,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Female,No
5f4fa8f0bc50f5089711e36f,5f228a74c16ecb762a93f0ba,APPROVED,15:16.8,38:11.2,1374.36,29,230,2,100,04:50.5,49081850,Portugal,Portugal,DATA EXPIRED,Portuguese,Portugal,Male,DATA EXPIRED
5f4fb22f1aaa5509e4178e63,5be87e33a14b540001aa2ea5,APPROVED,54:43.6,12:09.4,1045.841,31,2148,2,100,04:52.4,49081850,United States,United States,Full-Time,English,United States,Female,No
5f4fb76d8b6d100aca3e284c,5e3af1046218720332ff9cea,APPROVED,20:54.0,59:16.2,2302.155,23,262,0,100,04:54.6,49081850,South Africa,South Africa,DATA EXPIRED,DATA EXPIRED,South Africa,Male,No
5f50f1c57d48670a21735c09,5f3389a931b4ce1ad61630b0,APPROVED,38:18.0,52:09.7,831.748,22,371,0,100,16:53.8,49081850,United States,United States,DATA EXPIRED,English,United States,Male,Yes
5f50f1c79fc9f0287288d122,5c665e1948985d0001f09675,APPROVED,38:15.6,33:48.2,3332.668,34,975,3,100,35:42.6,49081850,United Kingdom,Germany,DATA EXPIRED,DATA EXPIRED,United Kingdom,Male,DATA EXPIRED
5f50f1c7d408d529d872fdea,5e8e11676c1dea0be7a64cb3,APPROVED,38:15.9,55:21.0,1025.083,23,592,0,100,16:54.9,49081850,United Arab Emirates,United Kingdom,Other,English,Portugal,Male,Yes
5f50f1c8c2e4fb29c3b022a1,5f343c0102886030ce1fa987,APPROVED,03/09/2020 13:43,03:44.1,1230.123,28,401,3,100,16:55.3,49081850,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Female,No
