pid,experiment,num_trials,model_name,nLL,bic,params,params_labels,success,message,time
576d8e821a48240001867c54,experiment_4,5,LC_discrete,47.89065969102581,97.39075729448572,[0.37967384],"[['smoothing', 0]]",True,Optimization terminated successfully.,0.8243647716666668
57dd3b0e91b7fc0001493db9,experiment_4,5,LC_discrete,44.09397011627068,89.79737814497545,[1.11803926],"[['smoothing', 0]]",True,Optimization terminated successfully.,0.5197047833333334
57fe48c390de420001673796,experiment_4,5,LC_discrete,34.9628211551712,71.5350802227765,[1.93295454],"[['smoothing', 0]]",True,Optimization terminated successfully.,1.261548886666667
5ab15ab4c42b630001cd36fb,experiment_4,5,LC_discrete,42.86916844855795,87.34777480955,[1.26180877],"[['smoothing', 0]]",True,Optimization terminated successfully.,0.472841061666666
5abc0d68436f550001ff83ff,experiment_4,5,LC_discrete,48.1829537358832,97.97534538420052,[0.19671035],"[['smoothing', 0]]",True,Optimization terminated successfully.,1.2672322450000004
5b06c34ed424fd0001eebda1,experiment_4,5,LC_discrete,25.98752379456652,53.58448550156714,[2.57730306],"[['smoothing', 0]]",True,Optimization terminated successfully.,0.7871221833333332
5b1e7a55c813a60001480313,experiment_4,5,LC_discrete,30.80084685776882,63.21113162797175,[2.23375965],"[['smoothing', 0]]",True,Optimization terminated successfully.,0.9418255583333338
5b58d79b71a4100001555c56,experiment_4,5,LC_discrete,30.802578317523054,63.21459454748021,[2.23359222],"[['smoothing', 0]]",True,Optimization terminated successfully.,0.7564434616666669
5b7af290db11320001c3ff1d,experiment_4,5,LC_discrete,28.487810031502143,58.5850579754384,[2.39789528],"[['smoothing', 0]]",True,Optimization terminated successfully.,1.2245510216666655
5b8c8e7d0c740e00019d55c3,experiment_4,5,LC_discrete,30.802578311725817,63.21459453588574,[2.2335922],"[['smoothing', 0]]",True,Optimization terminated successfully.,0.94732943
5ba57e0438803d0001264be3,experiment_4,5,LC_discrete,38.54877964846758,78.70699720936926,[1.65455835],"[['smoothing', 0]]",True,Optimization terminated successfully.,1.0868906633333344
5bb511c6689fc5000149c703,experiment_4,5,LC_discrete,36.825882343716025,75.26120259986615,[1.79175947],"[['smoothing', 0]]",True,Optimization terminated successfully.,1.2656785233333343
5bb64eb80b5da70001c7cfca,experiment_4,5,LC_discrete,41.45425112751851,84.51794016747112,[1.40314448],"[['smoothing', 0]]",True,Optimization terminated successfully.,0.9669600649999988
5bc1c9dd9fffb200019bebe1,experiment_4,5,LC_discrete,30.80257831172582,63.21459453588575,[2.2335922],"[['smoothing', 0]]",True,Optimization terminated successfully.,0.9453810333333348
5bc1f0157870b900012dcb8a,experiment_4,5,LC_discrete,36.825882327893055,75.26120256822021,[1.79175947],"[['smoothing', 0]]",True,Optimization terminated successfully.,1.307999131666666
5bf1ecfcaf38d100016c1171,experiment_4,5,LC_discrete,26.002243967946264,53.61392584832663,[2.57587843],"[['smoothing', 0]]",True,Optimization terminated successfully.,0.7473251899999999
