participant,scenario,difficulty,accuracy,normative_error,normative_score,normative_entropy,lc_error,lc_score,lc_entropy,lc_prior_bf
56cb8858edf8da000b6df354,crime,1.0,0.8604273684402294,0.0,1.0,13.9303348,0.08574929257125441,1.0,7.334717774,0
571de12713b1b70012be47f6,crime,2.0,0.8867722965855405,0.0,1.0,13.92983256,0.004686240758102755,0.9199359230974564,5.900134543,0
572f526c3c27e7000e0b8aaa,crime,1.0,1.0,0.0,1.0,13.93110272,0.08362420100070922,1.0,11.98336852,1
5831960ab232860001b110dc,crime,2.0,0.6286093236458963,0.0,1.0,13.93122677,0.0,1.0,12.87083265,1
594abd98215cbd000146debc,crime,2.0,0.5544336056604966,0.1618412824949389,0.5149287499273341,13.93156857,-0.086386842558136,1.0,13.93156857,1
5acc65f668b65b00018db322,crime,2.0,0.8259223440443022,0.0,1.0,13.93092434,0.0,1.0,10.22660373,0
5b339152afe1d00001c6c509,crime,2.0,0.9129611720221512,0.0,1.0,13.92982433,0.040046011125592695,0.8769085090206673,11.46836322,0
5b84a7ea4f38790001778d53,crime,2.0,0.8852921330647191,0.0,1.0,13.93140776,0.0027846655665856312,0.9188892894346188,11.47016367,0
5c018eb6067bbf00019ba43d,crime,1.0,0.889903623487364,0.0,1.0,13.93067944,-0.13483997249264834,0.8651600275073517,8.72518684,1
5c06fc4918ac7e00016bf76d,crime,2.0,0.8927887465162205,0.0,1.0,13.92906334,0.07580980435789042,0.9241901956421096,8.616688471,0
5c17c149f596b100011ca8b8,crime,1.0,0.8817375208021835,0.0,1.0,13.93067944,-0.08362420100070922,0.9163757989992908,10.87521414,0
5c6400cbcb937d00012d8866,crime,1.0,0.7843344535931231,0.0,1.0,13.93146309,-0.15249857033260472,0.8475014296673953,13.22638643,0
5c7dd22debc24800018e7ca0,crime,1.0,0.7550510257216821,0.0,1.0,13.93150384,0.0,1.0,13.21632038,0
5c8bafb53b6f3d00013d7c30,crime,1.0,0.6518446880886043,0.0,1.0,13.93150384,-0.07784989441615242,0.9221501055838476,13.86766568,0
5cf9179b8c98dc0001d5a431,crime,2.0,0.6783662395486616,0.0,1.0,13.93123483,0.09118983090640698,0.8304841240947974,8.432558289,1
5cfddbd3ee0b1500019fa84c,crime,1.0,0.91695452014626,0.0,1.0,13.93067943,0.0,1.0,9.238056694,0
5d1a69d8f97a18001977e0d7,crime,2.0,0.8817375208021835,0.0,1.0,13.93140776,0.11826247919781652,0.8817375208021835,12.46993838,1
5d1c9f75328d1c001af3af0f,crime,1.0,0.7598077692923693,0.0,1.0,13.92983256,-0.029603502413750316,0.8867722965855405,8.72518684,0
5d470786da637a00014ba26f,crime,1.0,0.6694101975463569,0.0,1.0,13.93146312,-0.12803687993289592,0.8719631200671041,11.46990899,0
5d67b6d92b7448000173d95a,crime,1.0,0.919417703597462,0.0,1.0,13.93110272,0.0,1.0,10.86371441,1
5d70ec2138ac7e00012f817b,crime,2.0,0.7675047225123615,0.0,1.0,13.93067944,-0.0032362045017721996,0.8960249510179927,10.22660404,0
5dafea4de40355001651fa2f,crime,2.0,0.8048199854102933,0.0,1.0,13.93152076,0.0,1.0,13.86504872,1
5dde680c40460edc4a5dc1a2,crime,1.0,0.8483803912842194,0.0,1.0,13.93067944,0.07784989441615242,1.0,9.037595637,0
5de2b59d8fde1c2eb47f92d8,crime,1.0,1.0,0.0,1.0,13.9303348,0.0,1.0,10.87921246,1
5e1b65eeb287dc38d94b694e,crime,2.0,0.9157848078933482,0.0,1.0,13.9311026,0.0,1.0,10.87966543,1
5e31e6491faa251bf58151ce,crime,1.0,0.8529570755812385,0.0,1.0,13.93067944,0.08574929257125441,1.0,7.867668746,0
5e3b5fa9255e7a37bc841135,crime,1.0,1.0,0.0,1.0,13.92983256,0.080582296402538,1.0,9.509716691,0
5e7d3b58d638273c7f823c7b,crime,2.0,0.8634952734420129,0.0,1.0,13.92983256,0.0009611462077575572,0.92118895937609,7.867668706,0
5e822d17f956a29530ccc2f8,crime,2.0,0.7784604897513154,0.0,1.0,13.93092434,0.11076975512434228,0.8892302448756577,10.22660404,0
5e9fdd5effe6a51855448d1b,crime,1.0,0.9246221638555592,0.0,1.0,13.93150384,0.07909497999924664,0.8933996418221948,11.99998533,0
5ec3b9e83f187802a6aa041e,crime,1.0,0.919417703597462,0.0,1.0,13.93110272,-0.13957263155977062,0.8604273684402294,10.23646992,0
5eea0a01da0cfc0a744df4d9,crime,1.0,1.0,0.0,1.0,13.9313302,-0.10721125348377947,0.8927887465162205,12.43455656,1
5ef601b056fe3607b3410b33,crime,1.0,0.8604273684402294,0.0,1.0,13.93067944,-0.21320071635561044,0.7867992836443896,12.46991808,1
5eff4206a352be49f1aef4cc,crime,1.0,0.8686935671402775,0.0,1.0,13.9303348,0.0,1.0,10.2266078,0
5f0559d1bc410b85707c58a3,crime,1.0,0.91695452014626,0.0,1.0,13.9277955,-0.02459637481441468,0.8825559560970593,3.482901112,0
5f120176fbc66510873bcbf8,crime,1.0,0.7313646552413323,0.0,1.0,13.93110272,-0.12002375317298386,0.7969307669732761,10.22660411,1
5f1b2fe23bcef80c38d2a362,crime,2.0,0.6777809182993317,0.0,1.0,13.93133364,0.10454167469786335,0.8954583253021366,12.87921191,0
5f2448855226b0000a8129e1,crime,1.0,0.7538170180413345,0.0,1.0,13.92983256,-0.07784989441615242,0.9221501055838476,5.89947871,0
5f2c226f8cea75078acb6377,crime,2.0,0.8686935671402775,0.0,1.0,13.93140776,-0.0047724920446475805,0.9241901956421096,12.619171,0
5f343de4d0c07630b7f90b92,crime,1.0,0.919417703597462,0.0,1.0,13.92983256,-0.080582296402538,0.919417703597462,8.72518684,1
5f3aee04e30eac7cb73b416e,crime,2.0,0.7208547368804588,0.0,1.0,13.93146307,0.080582296402538,0.919417703597462,11.99977731,1
5f3e8506cb479c0a96cf4aac,crime,2.0,0.5847726007313001,0.0,1.0,13.93067944,0.10766401479384857,0.7602683492573079,12.88079476,0
5f466020c3a053038da47399,crime,2.0,0.8069531643736639,0.0,1.0,13.93092434,-0.0017712557786280225,0.92118895937609,11.99998533,0
5f4e97aae4fe380a7bad99c7,crime,2.0,0.8686935671402775,0.0,1.0,13.92983256,0.05345653844357012,0.8686935671402775,7.867668706,0
5f600669b846780f0fe45709,crime,2.0,1.0,0.0,1.0,13.9310987,0.0,1.0,10.226604,1
5f6b8c1f5622370b0c94d597,crime,1.0,0.5755895576184717,0.0,1.0,13.93133272,0.08362420100070922,1.0,12.46991813,0
5f75ce20817166287293b825,crime,2.0,0.8927887465162205,0.0,1.0,13.93110272,0.09413803976076174,0.8304841240947974,11.89637998,0
5f761e5106b786071f45b4aa,crime,1.0,0.8852921330647191,0.0,1.0,13.93155161,-0.08111071056538122,0.9188892894346188,13.86441364,1
5f8836a5fb70462a169fc0ac,crime,2.0,0.8634952734420129,0.0,1.0,13.93033479,0.0,1.0,10.22593039,0
5f97e6601f6d0e016087fc91,crime,1.0,0.9221501055838476,0.0,1.0,13.93153291,0.12371791482634842,1.0,13.22660394,1
5f9aba6600cdf11f1c9b915c,crime,2.0,0.4923269174331904,0.0,1.0,13.931351,0.04554296021954174,0.8756459991565483,13.22668665,1
5fa107215a15fe19519b484d,crime,1.0,0.8026144915120693,0.0,1.0,13.93110243,0.0,0.919417703597462,11.46989236,0
5fad2378719b9d3a961834c9,crime,1.0,0.8960249510179927,0.0,1.0,13.9303348,0.0,1.0,10.87921239,0
5fb26f723d8b23832ff835c6,crime,2.0,0.8634952734420129,0.0,1.0,13.93133364,0.07881104062390998,0.92118895937609,13.22660403,0
5fbbf3f438be4c025df6cdd4,crime,2.0,0.8960249510179927,0.0,1.0,13.92906334,0.10397504898200727,0.8960249510179927,8.72518684,0
5fbd9bcc54453f1b0b28d89a,crime,1.0,1.0,0.0,1.0,13.93140776,-0.07784989441615242,0.9221501055838476,13.7252526,1
5fbfa7490dcefd0251d79dff,crime,1.0,0.7602683492573079,0.0,1.0,13.9303348,-0.07580980435789042,0.9241901956421096,8.72518684,0
5fd0c81fc79aef1882cbee94,crime,1.0,0.8686935671402775,0.0,1.0,13.93133364,0.05985488513594994,0.9241901956421096,9.509801134,1
5fd8d7e42ce9082dd7998e6d,crime,2.0,0.5847726007313001,0.0,1.0,13.93140776,0.07580980435789042,0.9241901956421096,11.99998533,0
5ff4a242cbe069bc27d9278b,crime,1.0,1.0,0.0,1.0,13.9303348,0.0,1.0,10.226604,0
6004c0c7e2b1453733edd35e,crime,2.0,0.8356010126946427,0.0,1.0,13.93146312,0.04949301357725022,0.8726570920065974,13.48496281,1
6011a4b308baec1050c17853,crime,1.0,0.8,0.0,1.0,13.93150384,0.080582296402538,1.0,11.9999853,0
60199372bd48490e12a0d92e,crime,2.0,0.7538170180413345,0.0,1.0,13.93092434,0.13483997249264834,0.8651600275073517,10.22382542,0
6021d74808e9e926a4ff44c6,crime,1.0,0.8892302448756577,0.0,1.0,13.93146312,0.015954919221940256,0.8643353105061596,10.26603197,1
60259da406ab01158d9b9f83,crime,2.0,0.8315696157866962,0.0,1.0,13.93123352,0.0,1.0,10.01404963,0
602cf366166df76360257563,crime,2.0,0.8304841240947974,0.0,1.0,13.93123483,0.0,1.0,12.46987857,0
602d29200724e36ae7a9def2,crime,1.0,0.9221501055838476,0.0,1.0,13.92983256,-0.03224648209648362,0.889903623487364,7.848036008,0
603440fb5478fc266d855faf,crime,2.0,0.8756459991565483,0.0,1.0,13.93110139,-0.12065427386810135,0.928204184138226,9.537148669,1
603a95f65fc5996c59b3ab1d,crime,1.0,1.0,0.0,1.0,13.93092355,0.08006407690254358,1.0,11.76449576,1
604b169fe4b7991ec08da3a6,crime,2.0,0.7867992836443896,0.0,1.0,13.92983256,-0.02601806177526722,0.919417703597462,11.46990896,0
604fa685e33606f9a0ee8189,crime,2.0,0.5326769804538822,0.0,1.0,13.93144921,-0.0078143966428188,0.9241901956421096,13.22677364,0
605641bb59792eaba4b3abe5,crime,1.0,0.8927887465162205,0.0,1.0,13.9303348,0.0020400900582620007,0.9241901956421096,10.22504645,0
60589194fbc0330c06ddc15c,crime,2.0,0.8769085090206673,0.0,1.0,13.93075687,0.0,1.0,10.19257371,1
606340ca7faac7025f31dd57,crime,1.0,0.8756459991565483,-0.07179581586177397,0.928204184138226,13.93123483,-0.17586311452816472,0.8241368854718353,12.469918,1
606451b5aab2ec4afaae10f4,crime,1.0,0.8248576389739852,0.0,1.0,13.9308993,-0.07832604499879559,0.9216739550012044,11.99998512,0
606c6e255a5575b822e0e925,crime,1.0,0.8438262381113939,0.0,1.0,13.93148037,0.0,1.0,13.5100955,1
6086bce92a8e1c219a9120c5,crime,2.0,1.0,0.0,1.0,13.93092434,0.0,1.0,9.509774852,0
6089cd0a1c1541c29bb34c73,crime,1.0,0.8367006838144548,0.0,1.0,13.93092434,0.029120097031569703,0.9183503419072274,10.22660411,1
608c9c26b741d7214882fee6,crime,2.0,0.9098330365332568,0.0,1.0,13.92906334,0.0,1.0,8.972001274,0
60979b540a2cf2468fde514b,crime,2.0,0.7454124613913422,0.0,1.0,13.9303348,0.1170722535854345,0.8075499102701247,10.87921253,0
6099132b6d152b812fdc911c,crime,2.0,0.8984653834866381,0.0,1.0,13.9303348,-0.04564822804116675,0.928204184138226,8.7251892,0
60a37b4e514b606e0a822a0c,crime,1.0,0.5058481543982376,0.0,1.0,13.93153291,-0.07624928516630236,0.9237507148336976,13.55862122,0
60a6ba026f8bd75b67b23c97,crime,2.0,0.919417703597462,0.0,1.0,13.93092434,0.0,1.0,9.211158025,0
60a7d7b70d3cf8f48a8a490d,crime,2.0,0.8643353105061596,0.0,1.0,13.93092434,0.0,1.0,7.920702472,0
60aa4b9356c591511cc09f5f,crime,1.0,0.7005752641918288,0.0,1.0,13.93156393,0.07784989441615242,1.0,13.72518693,0
60b56ada17663c9fdcb74bdd,crime,1.0,0.886039423540362,0.0,1.0,13.93067944,0.0,1.0,10.87921253,1
60c048ca962103e0da201a34,crime,1.0,0.6518446880886043,0.0,1.0,13.93123483,0.0,1.0,12.46991136,1
60c0ed7d2fbe3e53bca9866a,crime,2.0,0.8817375208021835,0.0,1.0,13.93110272,0.08362420100070922,0.9163757989992908,10.22670671,1
60ccdd2c461e041ac1dc2b41,crime,2.0,1.0,0.0,1.0,13.9303348,0.05652715170603062,0.8604273684402294,10.87912007,0
60d2f9397932f9695f49f5f4,crime,2.0,0.8634952734420129,0.0,1.0,13.93147111,0.05041082776404071,0.8423779187521798,13.55590815,0
60d3acd071e98de7a42743ac,crime,2.0,0.9264785377906192,0.0,1.0,13.93150384,-0.05034258406916914,0.8529570755812385,13.50977499,0
60d6e2dd110d9cbe0c20bbc7,crime,1.0,0.8475014296673953,0.0,1.0,13.93133364,0.080582296402538,1.0,13.50977935,1
60db521470b51a50415d3439,crime,1.0,0.9157848078933482,0.0,1.0,13.93092434,0.0,1.0,11.46905195,0
60ddfb3db6a71ad9ba75e387,crime,1.0,0.7418011102528389,0.0,1.0,13.93133364,0.07784989441615242,1.0,12.87844132,1
60e70d678909d1d5e5bd8943,crime,2.0,0.8726570920065974,0.0,1.0,13.93123462,0.07352146220938083,0.9264785377906192,10.87921263,1
60eddc1f62cdf337ab19f604,crime,1.0,0.6880748530539782,0.0,1.0,13.93153297,-0.14475458227025195,0.7794356133718576,13.9297092,1
6106ac34408681f3b0d07396,crime,2.0,0.8852921330647191,0.0,1.0,13.93133364,0.05686367073654486,0.8595121282627459,11.44690631,0
610abbbb784eea92360657e0,crime,1.0,0.913613157441864,0.0,1.0,13.9303348,0.27735009811261446,1.0,11.9999853,0
