,part_idx,participant,mean_accuracy,time_taken,inters_real,int_range,int_length,scenario,accuracy,difficulty
0,0,59402f40e9b44100013b1789,0.7412639799410219,17.8977,3.5,64.85714285714286,0.5428571428571428,crime,0.9241901956421097,1
1,1,59de425bbe399f0001e4975e,0.6936098624333005,29.07005,0.0,0.0,0.0,crime,0.7355570573260275,2
2,2,5b6baad47e435d0001c1c88f,0.8455359450635959,17.316916666666668,7.5,95.56666666666666,3.3466666666666653,crime,0.8356010126946427,2
3,3,5b74413e722bd2000195c067,0.839940502781657,21.70565,4.25,135.35294117647058,8.470588235294118,crime,0.7453141840131947,3
4,4,5ba4d6c929629d00014e6c28,0.7818705527131186,41.41753333333334,7.0,84.17857142857143,4.528571428571429,crime,0.6789193504660322,3
5,5,5badf0aeae1d020001df2cc7,0.6536721019717695,94.01666666666667,2.0,28.25,1.0,crime,0.6497152779479706,2
6,6,5c6d938c79151c00017c7560,0.8405093894425039,44.4205,8.0,125.96875,4.425,crime,0.8237731557874397,1
7,7,5c74f0d525c76b0010706736,0.6671070613171457,44.3513,8.0,136.8125,3.3875,crime,0.5779088729430222,2
8,8,5c9124ef3b7f9e0013728485,0.8589502316881786,29.99726666666667,12.25,54.57142857142857,2.4489795918367343,crime,0.8304841240947974,1
9,9,5cae09506d573900175d4727,0.7553950006108056,22.644299999999998,7.75,86.16129032258064,5.148387096774194,crime,0.7303200550147032,2
10,10,5cb304b63742a400153b756d,0.9133132376798809,25.104633333333332,6.25,99.92,4.4879999999999995,crime,0.8719631200671041,3
11,11,5ccc758ab11510001584a1af,0.8506198039054615,22.182183333333334,5.5,108.5,6.963636363636363,crime,0.8984653834866381,3
12,12,5cd98287b0c5ec0001e0965a,0.7805484361849282,19.165183333333335,6.5,87.15384615384616,4.992307692307692,crime,0.6348516283298893,2
13,13,5cdeaeb3557fbd00018a2c59,0.9277340182664808,24.956883333333334,7.0,124.0,4.621428571428572,crime,0.9012270403350411,2
14,14,5cf92c7255e1370001e54adb,0.8777384013178109,27.948733333333333,8.25,94.87878787878788,3.6606060606060606,crime,0.9012270403350411,3
15,15,5d29fbc8f91bdd0016e98503,0.7239143457262149,19.414466666666666,0.0,0.0,0.0,crime,0.6507848521152109,3
16,16,5d36ff998129260015c6de19,0.7904323352342432,44.480866666666664,5.25,141.95238095238096,5.885714285714285,crime,0.8817375208021835,1
17,17,5d6e3252dfe6d10001dbe508,0.7654538487022258,24.474033333333335,4.25,79.17647058823529,3.8,crime,0.8143046618229481,1
18,18,5d94c6f5dc0b0e001465072e,0.819932274068132,27.666366666666665,7.25,99.55172413793103,3.993103448275862,crime,0.8921672267965616,1
19,19,5da60411423c170017b7dc0f,0.8909994184512926,16.323600000000003,8.5,80.88235294117646,2.1999999999999997,crime,1.0,1
20,20,5dc56fbac34fc53e4e78b820,0.764933966637087,21.410016666666667,6.25,77.96,1.176,crime,0.8152127129280409,3
21,21,5e29e902c2253a0587298e26,0.8473014319759257,22.02923333333333,6.5,113.61538461538461,5.415384615384615,crime,0.792768763753932,2
22,22,5e5eb4843accc91e2443212f,0.7985855902178937,26.803616666666667,7.5,72.9,3.846666666666667,crime,0.7855774930324411,1
23,23,5e87a0b5fc57a7415442f97e,0.9000081140118941,45.89145,10.25,83.92682926829268,2.902439024390244,crime,0.7846125524146785,2
24,24,5e9948b69223aa17c21564f4,0.817450543086125,27.295916666666667,8.75,72.82857142857142,1.657142857142857,crime,0.7662377088939077,2
25,25,5e99e838545b26058749d068,0.8440657678236646,46.32085,10.75,52.93023255813954,2.3627906976744186,crime,0.9211889593760899,1
26,26,5ecba4b6ef75d53505406d57,0.7881677008336135,18.11155,7.5,82.16666666666667,5.260000000000001,crime,0.8643353105061596,1
27,27,5ecd7b06a1a9170e7806f51e,0.7900777393762487,33.167049999999996,7.25,101.3103448275862,5.179310344827586,crime,0.7327387580875756,3
28,28,5ed8be74a4175a01156004b0,0.8381744257603913,17.791816666666666,11.75,80.65957446808511,0.7617021276595746,crime,0.8241368854718353,3
29,29,5edaa4924ea9bd6f14f3d618,0.7817489698681709,30.01696666666667,11.0,70.6590909090909,1.8409090909090902,crime,0.8756459991565483,3
30,30,5edbaae1b9f9f68349ce80f3,0.8987088141791183,12.548316666666667,8.5,89.44117647058823,2.4000000000000004,crime,0.9012270403350411,3
31,31,5ef109c89196fa6d5cf6c005,0.7426143009778627,36.98916666666666,16.5,56.59090909090909,1.2666666666666666,crime,0.8984653834866381,2
32,32,5ef8a0b375e30603ebc12510,0.7448306097455587,11.576666666666666,8.25,99.81818181818181,3.3454545454545452,crime,0.6968632455608659,3
33,33,5f1b69a1459c1e0009a83009,0.7939350204464576,15.704083333333333,5.75,38.869565217391305,4.0,crime,0.7313646552413323,3
34,34,5f2dbc04160a0f0d88ee4440,0.7506847520900416,45.43958333333333,6.75,77.37037037037037,0.814814814814815,crime,0.6630823342216774,3
35,35,5f31671e69023f000b0c0547,0.8226345542180789,27.0872,9.0,136.36111111111111,3.6611111111111114,crime,0.8686935671402775,3
36,36,5f3c2701fa55251a108b07e6,0.7197545213765946,22.980633333333333,7.75,136.48387096774192,3.3612903225806456,crime,0.9221501055838477,1
37,37,5f64b5eed3b0d9015f58920c,0.8465221517512141,20.590483333333335,12.25,105.44897959183673,2.5999999999999996,crime,0.9221501055838477,2
