,part_idx,participant,mean_accuracy,inters_real,int_range,int_length,scenario,accuracy,difficulty
193,75,60e300f65d7edf36d98b2880,0.7851173835330846,7.6,116.8157894736842,2.3947368421052637,finance,1.0,1
194,76,60eb20d523c5349e4f7753cc,0.6731021032415934,3.4,87.94117647058823,0.6235294117647059,finance,0.7418011102528388,2
195,77,60eccd4d9b4a0c1f4ab919a4,0.9019563552306279,5.6,103.92857142857143,2.849999999999999,finance,0.8817375208021835,2
196,78,60eee201a7ffc5b0e034e73e,0.7905278835116908,6.4,117.71875,3.00625,finance,0.6411297187173632,2
197,79,60f02e0e88e928ae017e919c,0.8967231647236492,12.4,97.80645161290323,2.170967741935484,finance,0.9163757989992909,1
198,80,60f1ce9c530c91c0a6e9dab0,0.7384968913965627,5.8,62.827586206896555,2.4,finance,0.7206898061345359,1
199,81,60f3d8fe0f2cf8ee0180546b,0.729370224200235,6.0,146.46666666666667,4.926666666666666,finance,0.6286093236458963,1
200,82,60f47d6edc0a9f0f80bca456,0.6386993383429044,6.0,88.73333333333333,4.526666666666667,finance,0.7468151582290834,1
201,83,60f6f802c0ede08f7cf69720,0.7776629753366423,3.2,26.4375,0.7375,finance,1.0,1
202,84,60f88d7fef1959734061e5a7,0.8589135898583269,14.2,53.478873239436616,0.9070422535211269,finance,0.8817375208021835,1
203,85,60fd944e3965e6eb9e783b87,0.915605389558064,8.2,129.14634146341464,3.7658536585365856,finance,0.9199359230974564,1
204,86,61002bd1c5ea49ea62f4a431,0.7841692536812237,7.8,100.82051282051282,3.7948717948717947,finance,0.7388835160664533,1
205,87,610063b7b50c4e9488e77eca,0.9227662767203058,9.2,127.73913043478261,3.104347826086957,finance,0.6892092197459695,2
206,88,6105c826905d93532f4c8cd3,0.8755219692811977,6.4,71.875,3.6812499999999995,finance,0.9129611720221511,2
207,89,610816a86c5fb2400acb3bb8,0.8810809004940736,6.2,80.64516129032258,5.5677419354838715,finance,0.8651600275073517,1
208,90,610846dd7da13e7eb86a6f39,0.9512118291752735,13.0,82.50769230769231,1.9353846153846153,finance,0.91695452014626,2
209,91,610cda1332fb63830158c55d,0.8345448766782846,12.0,87.33333333333333,2.8533333333333335,finance,0.6861770427695761,1
210,92,610fcfe70592d59fc629f2a5,0.8660583039516071,8.4,76.38095238095238,4.766666666666667,finance,0.91695452014626,2
211,93,61104698e0ea6c52b2a2c1be,0.8473382312889495,8.6,70.02325581395348,1.888372093023256,finance,1.0,2
212,94,61157d170c26d85a7eb04dfa,0.6792220791020431,6.2,91.54838709677419,1.038709677419355,finance,0.6464466094067263,1
213,95,611bb2a6d9678117db737236,0.8972356940893118,11.2,89.94642857142857,2.507142857142857,finance,0.8756459991565483,2
214,96,611cf2fd04c64ae9781b55e5,0.6804961049819225,3.6,70.88888888888889,0.9888888888888892,finance,0.8081411561826762,2
215,97,611df8db8ecf47bb14385383,0.7413319499399431,8.4,89.61904761904762,3.3333333333333335,finance,0.7508635604387801,1
216,98,611f7047eaa28b1cf9ae51e2,0.7226477252410378,0.0,0.0,0.0,finance,0.8885443574849294,1
217,99,612376826a580ca0368bb19f,0.9045140732772066,6.8,116.76470588235294,5.905882352941177,finance,0.8675467642934956,1
218,100,6123c895dc579c298d2f1b28,0.7592041905914808,7.0,118.22857142857143,3.411428571428571,finance,0.7309862065755148,1
219,101,612520bd6605794b27e6a0fd,0.8688877807182319,7.0,63.6,3.577142857142857,finance,0.8198125074608882,2
220,102,612bcb7cd77f28008c99a02b,0.7259776521289607,11.8,58.610169491525426,0.9016949152542373,finance,0.7697169067640808,1
221,103,612ece428a05456e8c139f24,0.893605982669078,5.0,98.08,4.816,finance,0.9098330365332568,2
222,104,6136118bad9cfc727875ff1d,0.7228290234056226,4.4,94.81818181818181,1.4909090909090907,finance,1.0,1
223,105,614db36e092327bf23247406,0.8333198413469862,15.0,82.06666666666666,0.7226666666666666,finance,0.913613157441864,1
224,106,614edc28c06016196b8d6a40,0.8063607533489741,8.6,90.23255813953489,3.669767441860466,finance,0.62664502227245,2
225,107,6152f8ecefde7f8298316ee6,0.88053573726061,4.0,75.45,6.03,finance,0.8551586351244197,2
226,108,615723658f8da6931e2f13af,0.9136595978905329,8.2,120.46341463414635,3.9170731707317077,finance,0.8892302448756577,1
227,109,61574e41214a73351c521d59,0.7323477934208992,7.8,53.92307692307692,3.58974358974359,finance,0.7350935285869913,1
