participant,scenario,difficulty,accuracy,actions,normative_error,lc_error
59402f40e9b44100013b1789,crime,1,0.7266638632047331,1,0.0,-0.00401398849611645
59402f40e9b44100013b1789,estate,2,0.7662377088939077,1,0.0,-0.00401398849611645
59402f40e9b44100013b1789,finance,3,0.7729616954067501,1,0.0,-0.00401398849611645
59de425bbe399f0001e4975e,crime,2,0.6871068906126281,1,0.0,0.1945195050318549
59de425bbe399f0001e4975e,estate,3,0.5588712267437154,1,0.0,0.1945195050318549
59de425bbe399f0001e4975e,finance,1,0.9216739550012044,1,0.0,0.1945195050318549
5b6baad47e435d0001c1c88f,crime,2,0.8356010126946427,1,0.0,0.18569533817705186
5b6baad47e435d0001c1c88f,estate,3,1.0,1,0.0,0.18569533817705186
5b6baad47e435d0001c1c88f,finance,1,0.889903623487364,1,0.0,0.18569533817705186
5b74413e722bd2000195c067,crime,3,0.75615689581319,1,0.07352146220938083,0.12734290799340264
5b74413e722bd2000195c067,estate,1,0.8921672267965616,1,0.07352146220938083,0.12734290799340264
5b74413e722bd2000195c067,finance,2,0.8433479100024085,1,0.07352146220938083,0.12734290799340264
5ba4d6c929629d00014e6c28,crime,3,0.7729616954067501,1,0.0,0.10153461651336193
5ba4d6c929629d00014e6c28,estate,2,0.8686935671402775,1,0.0,0.10153461651336193
5ba4d6c929629d00014e6c28,finance,1,0.9221501055838476,1,0.0,0.10153461651336193
5badf0aeae1d020001df2cc7,crime,2,0.8248576389739852,1,0.0,0.16054032476698388
5badf0aeae1d020001df2cc7,estate,1,0.9063414188418306,1,0.0,0.16054032476698388
5badf0aeae1d020001df2cc7,finance,3,0.7039782677245108,1,0.0,0.16054032476698388
5c6d938c79151c00017c7560,crime,1,0.8634952734420129,1,-0.07881104062390998,-0.04818996427966438
5c6d938c79151c00017c7560,estate,3,0.8719631200671041,1,-0.07881104062390998,-0.04818996427966438
5c6d938c79151c00017c7560,finance,2,0.83390904029252,1,-0.07881104062390998,-0.04818996427966438
5c74f0d525c76b0010706736,crime,2,0.7163456855344124,1,0.0,0.16054032476698388
5c74f0d525c76b0010706736,estate,1,1.0,1,0.0,0.16054032476698388
5c74f0d525c76b0010706736,finance,3,0.8564083682764524,1,0.0,0.16054032476698388
5c9124ef3b7f9e0013728485,crime,1,0.8483803912842194,1,0.0714285714285714,0.0436571201962187
5c9124ef3b7f9e0013728485,estate,3,0.7424606231811437,1,0.0714285714285714,0.0436571201962187
5c9124ef3b7f9e0013728485,finance,2,0.6156469426070963,1,0.0714285714285714,0.0436571201962187
5cae09506d573900175d4727,crime,2,0.8651600275073517,1,0.0,0.11450043947617794
5cae09506d573900175d4727,estate,1,0.91695452014626,1,0.0,0.11450043947617794
5cae09506d573900175d4727,finance,3,0.7580566484363465,1,0.0,0.11450043947617794
5cb304b63742a400153b756d,crime,3,0.8719631200671041,1,0.0,0.12803687993289592
5cb304b63742a400153b756d,estate,2,0.8433479100024085,1,0.0,0.12803687993289592
5cb304b63742a400153b756d,finance,1,0.9163757989992908,1,0.0,0.12803687993289592
5ccc758ab11510001584a1af,crime,3,0.8984653834866381,1,0.0,-0.0647089106962131
5ccc758ab11510001584a1af,estate,1,0.8885443574849294,1,0.0,-0.0647089106962131
5ccc758ab11510001584a1af,finance,2,0.8304841240947974,1,0.0,-0.0647089106962131
5cd98287b0c5ec0001e0965a,crime,2,0.6107505279192385,1,0.0,0.10101525445522108
5cd98287b0c5ec0001e0965a,estate,1,0.9163757989992908,1,0.0,0.10101525445522108
5cd98287b0c5ec0001e0965a,finance,3,0.8762820851736516,1,0.0,0.10101525445522108
5cdeaeb3557fbd00018a2c59,crime,2,0.8024540806700821,1,0.0,0.0739221270954572
5cdeaeb3557fbd00018a2c59,estate,3,0.8719631200671041,1,0.0,0.0739221270954572
